model,mean_fpr,mean_tpr,sd_tpr,lower_tpr,upper_tpr,n_folds,mean_auc,sd_auc
MNB,0.08542713567839195,0.6613183676265152,0.06777728193725535,0.5935410856892598,0.7290956495637706,30,0.922107379243075,0.006929879363607186
MNB,0.09045226130653267,0.7002194480751336,0.07176418087474097,0.6284552672003926,0.7719836289498746,30,0.922107379243075,0.006929879363607186
MNB,0.09547738693467336,0.7382463054737005,0.07378439097151868,0.6644619145021818,0.8120306964452192,30,0.922107379243075,0.006929879363607186
MNB,0.10050251256281408,0.7743886075950355,0.0725516822611648,0.7018369253338707,0.8469402898562003,30,0.922107379243075,0.006929879363607186
MNB,0.10552763819095477,0.809024191318462,0.07031393168802945,0.7387102596304326,0.8793381230064915,30,0.922107379243075,0.006929879363607186
MNB,0.11055276381909548,0.8383387135657306,0.06380704061015155,0.7745316729555791,0.9021457541758822,30,0.922107379243075,0.006929879363607186
MNB,0.11557788944723618,0.8613526271298911,0.0531140069050952,0.808238620224796,0.9144666340349863,30,0.922107379243075,0.006929879363607186
MNB,0.12060301507537688,0.8802012330912216,0.04121550438765604,0.8389857287035655,0.9214167374788776,30,0.922107379243075,0.006929879363607186
MNB,0.12562814070351758,0.8961641839448113,0.03006270117469234,0.866101482770119,0.9262268851195037,30,0.922107379243075,0.006929879363607186
MNB,0.1306532663316583,0.9065984864815406,0.02144688649506127,0.8851515999864793,0.928045372976602,30,0.922107379243075,0.006929879363607186
MNB,0.135678391959799,0.913913548061481,0.01620839537428127,0.8977051526871996,0.9301219434357623,30,0.922107379243075,0.006929879363607186
MNB,0.1407035175879397,0.9205563228749337,0.015104070505884632,0.9054522523690491,0.9356603933808183,30,0.922107379243075,0.006929879363607186
MNB,0.1457286432160804,0.923156556009417,0.015225265637112902,0.9079312903723041,0.93838182164653,30,0.922107379243075,0.006929879363607186
MNB,0.15075376884422112,0.9276153346328787,0.013168616180505206,0.9144467184523735,0.940783950813384,30,0.922107379243075,0.006929879363607186
